ODKAZ;KLUCOVE SLOVO;TOP;SKORE-18;SKORE-19;SKORE-20;SKORE-21;SKORE-22;SKORE-23
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary patterns;eating patterns;55;53;60;64;62;60
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary patterns;healthy eating patterns;10;9;13;11;34;34
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary patterns;nutrition;85;84;80;85;89;89
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;dietary recommendations;diet recommendations;58;60;64;63;63;63
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;dietary recommendations;dietary guidelines;68;68;57;48;65;65
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;dietary recommendations;nutrition;89;83;82;88;85;89
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diets cancer;cancer diet;85;80;76;86;87;55
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diets cancer;diet;77;70;70;80;84;82
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diets cancer;what is cancer;79;78;67;84;86;86
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diets cardiovascular;cardiovascular diet;55;63;62;65;64;64
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diets cardiovascular;cardiovascular disease;76;77;54;79;73;83
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diets cardiovascular;what is cardiovascular disease;63;65;61;70;62;68
https://www.mdpi.com/2308-3425/10/3/94;diets vegan;diet;77;68;72;79;82;83
https://www.mdpi.com/2308-3425/10/3/94;diets vegan;vegan diet;64;58;47;73;70;45
https://www.mdpi.com/2308-3425/10/3/94;diets vegan;vegetarian;75;76;66;82;85;84
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;digest cheese;cottage cheese;85;77;76;80;83;70
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;digest cheese;cream cheese;49;49;55;44;52;56
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;digest cheese;goat cheese;65;63;65;55;60;62
https://www.sciencedaily.com/releases/2013/07/130715202458.htm;eat nuts;best nuts;78;83;84;82;86;85
https://www.sciencedaily.com/releases/2013/07/130715202458.htm;eat nuts;cashew;83;83;88;84;84;86
https://www.sciencedaily.com/releases/2013/07/130715202458.htm;eat nuts;nuts to eat;82;74;81;79;85;81
https://www.roswellpark.org/cancertalk/202009/benefits-eating-whole-grains-include-reduced-risk-colorectal-cancer;eating grains;grains food;77;76;73;78;81;79
https://www.roswellpark.org/cancertalk/202009/benefits-eating-whole-grains-include-reduced-risk-colorectal-cancer;eating grains;what are grains;71;70;64;71;71;72
https://www.roswellpark.org/cancertalk/202009/benefits-eating-whole-grains-include-reduced-risk-colorectal-cancer;eating grains;whole grains;77;46;77;79;74;81
https://www.healthylife.com.au/learn/heavy-metals-in-fish;effects mercury;effects of mercury;39;63;55;47;56;63
https://www.healthylife.com.au/learn/heavy-metals-in-fish;effects mercury;mercury side effects;61;64;58;62;67;70
https://www.healthylife.com.au/learn/heavy-metals-in-fish;effects mercury;side effects;90;93;79;82;92;95
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;fat poultry;meat;80;79;73;78;58;82
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;fat poultry;poultry meat;79;71;70;74;59;76
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;fat poultry;what is poultry;47;46;43;53;60;65
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber diet;fiber in diet;74;72;76;76;76;80
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber diet;high fiber;81;72;87;84;84;78
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber diet;high fiber diet;77;73;74;77;80;82
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber dietary;fiber foods;82;73;87;85;88;86
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber dietary;what is dietary fiber;49;48;40;49;47;46
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;fiber dietary;what is fiber;80;79;71;82;78;74
https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/diet-and-cancer/wholegrains-fibre-and-cancer-risk;fibre diet;fibre in diet;75;59;69;65;73;75
https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/diet-and-cancer/wholegrains-fibre-and-cancer-risk;fibre diet;high fibre;66;47;87;69;88;86
https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/diet-and-cancer/wholegrains-fibre-and-cancer-risk;fibre diet;high fibre diet;59;59;67;67;70;76
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;flaxseed diet;flax;84;88;83;83;81;74
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;flaxseed diet;flaxseed oil;85;80;82;84;83;86
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;flaxseed diet;flaxseed oil diet;14;10;7;10;7;13
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;food diet;diet food list;65;65;65;73;77;75
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;food diet;food for diet;87;82;86;83;86;88
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-minute-plant-based-diet-is-encouraged-for-patients-with-cancer/;food diet;what is diet;67;67;75;77;83;81
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;foods diets;best diets;36;34;32;53;72;62
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;foods diets;diet;77;68;72;79;82;83
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;foods diets;food diets;77;80;73;76;72;73
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/meat-fish-dairy-and-cancer-risk/;foods meat;food;90;92;93;92;93;94
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/meat-fish-dairy-and-cancer-risk/;foods meat;whole foods;63;65;53;57;68;64
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/meat-fish-dairy-and-cancer-risk/;foods meat;whole foods meat;58;66;58;48;50;63
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grain health;health food;87;83;83;86;83;85
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grain health;the health grain;25;37;46;38;57;61
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grain health;whole grain;74;72;80;79;78;77
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;grains contain;gluten;83;83;85;85;81;78
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;grains contain;what are grains;71;70;64;71;71;72
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;grains contain;whole grains;77;46;77;79;74;81
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains diabetes;what is diabetes;79;73;85;85;79;86
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains diabetes;whole grains;77;46;77;79;74;81
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains diabetes;whole grains for diabetes;5;2;7;4;12;13
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains diet;grains food;77;76;73;78;81;79
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains diet;grains food;77;76;73;78;81;79
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains diet;what is grains;69;74;60;72;70;69
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains diet;what is grains;71;74;60;73;70;70
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains diet;whole grains;79;45;77;79;74;82
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains diet;whole grains;77;46;77;79;74;81
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains healthy;healthy food;90;85;81;88;89;91
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains healthy;healthy food;90;85;81;85;90;90
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains healthy;healthy whole grains;53;47;56;51;56;63
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains healthy;healthy whole grains;53;55;61;60;61;64
https://www.verywellhealth.com/cardiovascular-benefit-whole-grains-5087731;grains healthy;whole grains;79;45;77;79;74;82
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;grains healthy;whole grains;77;46;77;79;74;81
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains whole;grain;89;89;92;88;89;91
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains whole;whole grain;73;71;81;79;77;77
https://www.diabetescarecommunity.ca/diet-and-fitness-articles/what-are-whole-grains-and-why-should-you-eat-them/;grains whole;whole grains foods;69;63;70;61;69;72
https://time.com/4619162/cheese-health-food-cholesterol/;health cheese;cheese and health;71;69;73;71;71;77
https://time.com/4619162/cheese-health-food-cholesterol/;health cheese;cheese benefits;83;80;81;80;87;83
https://time.com/4619162/cheese-health-food-cholesterol/;health cheese;cheese for health;71;76;75;79;76;79
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;health sugar;blood sugar;90;91;84;89;87;90
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;health sugar;blood sugar health;69;70;77;72;73;80
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;health sugar;sugar and health;74;75;68;68;76;75
https://www.deseret.com/23878884/health-benefits-of-cheese/;healthy cheese;cream cheese;49;49;55;44;52;56
https://www.deseret.com/23878884/health-benefits-of-cheese/;healthy cheese;healthy cream cheese;63;69;70;59;69;80
https://www.deseret.com/23878884/health-benefits-of-cheese/;healthy cheese;is cheese healthy;73;73;84;70;82;76
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy diet;diet food;82;76;80;85;84;85
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy diet;healthy food;90;85;81;85;90;90
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy diet;healthy food diet;78;78;82;81;80;82
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy fish;fish recipes;74;78;67;71;76;74
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy fish;healthy fish recipes;58;60;53;51;62;55
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;healthy fish;is fish healthy;74;77;82;78;81;82
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;healthy seafood;food;92;91;92;89;93;93
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;healthy seafood;healthy seafood recipes;37;41;41;28;34;23
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;healthy seafood;is seafood healthy;35;54;56;51;50;61
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;increased prostate;prostate cancer;62;84;74;72;76;90
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;increased prostate;prostate cancer risk;72;71;68;71;20;70
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;increased prostate;what is prostate;77;83;72;86;83;83
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;intake olive;calorie intake;71;66;75;71;80;83
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;intake olive;olive oil;88;85;80;82;85;87
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;intake olive;olive oil calories;71;59;73;66;75;81
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;intake soy;soy milk;84;84;86;77;89;89
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;intake soy;soy protein;83;84;80;84;86;83
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;intake soy;soy sauce;81;78;73;83;84;85
https://www.prevailovercancer.com/blog/beans-cancer;legumes beans;are legumes beans;51;56;72;59;69;77
https://www.prevailovercancer.com/blog/beans-cancer;legumes beans;beans and legumes;61;61;60;59;64;69
https://www.prevailovercancer.com/blog/beans-cancer;legumes beans;what are beans;76;82;78;77;84;88
https://www.prevailovercancer.com/blog/beans-cancer;legumes contain;legumes food;63;62;75;78;74;77
https://www.prevailovercancer.com/blog/beans-cancer;legumes contain;what are legumes;72;66;82;68;64;78
https://www.prevailovercancer.com/blog/beans-cancer;legumes contain;what is legumes;74;69;68;67;70;77
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat bowel;bowel cancer;74;66;56;63;25;67
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat bowel;bowel cancer red meat;3;5;2;4;2;4
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat bowel;red meat;82;59;84;70;88;83
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat cancer;meat and cancer;65;54;58;57;65;63
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat cancer;red meat;82;59;84;70;88;83
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;meat cancer;red meat cancer;66;34;63;56;68;58
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat consumption;food consumption;75;82;77;73;75;76
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat consumption;food consumption;75;82;77;73;75;76
https://www.bbc.com/news/health-47947965;meat consumption;per capita meat consumption;15;27;21;19;34;38
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat consumption;red meat;82;59;84;70;88;83
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat consumption;red meat;82;59;84;70;88;83
https://www.bbc.com/news/health-47947965;meat consumption;red meat;82;59;84;70;88;83
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat consumption;red meat consumption;18;9;48;14;36;46
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat consumption;red meat consumption;18;9;48;14;36;46
https://www.bbc.com/news/health-47947965;meat consumption;red meat consumption;18;9;48;14;36;46
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diabetes;diabetes and meat;41;34;53;37;63;33
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diabetes;diabetes red meat;16;15;19;21;29;18
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diabetes;red meat;82;59;84;70;88;83
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diet;red meat;82;59;84;70;88;83
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meat diet;red meat;82;59;84;70;88;83
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diet;red meat diet;60;71;59;64;70;64
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meat diet;red meat diet;60;71;59;64;70;64
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;meat diet;the meat diet;81;69;71;66;72;78
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meat diet;the meat diet;77;70;68;70;74;78
https://www.bbc.com/news/health-47947965;meat harmful;bacteria;79;70;70;84;81;80
https://www.bbc.com/news/health-47947965;meat harmful;harmful bacteria;62;66;55;66;71;75
https://www.bbc.com/news/health-47947965;meat harmful;red meat;83;54;84;66;89;84
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat healthy;healthy food;90;85;81;85;90;90
https://www.bbc.com/news/health-47947965;meat healthy;healthy food;90;85;81;85;90;90
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat healthy;healthy meat recipes;60;46;63;60;44;49
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;meat healthy;is meat healthy;73;81;83;79;84;68
https://www.bbc.com/news/health-47947965;meat healthy;is meat healthy;73;81;83;79;84;68
https://www.bbc.com/news/health-47947965;meat healthy;meat recipes;72;70;63;63;73;77
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;meat poultry;is poultry meat;56;49;55;65;43;68
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;meat poultry;what is meat;86;78;79;90;82;86
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;meat poultry;what is poultry;47;46;43;53;60;65
https://news.cancerresearchuk.org/2015/10/26/processed-meat-and-cancer-what-you-need-to-know/;meat results;meat diet;76;75;68;74;80;69
https://news.cancerresearchuk.org/2015/10/26/processed-meat-and-cancer-what-you-need-to-know/;meat results;red meat;83;55;84;69;90;82
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat risk;meat cancer risk;19;18;48;6;42;48
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat risk;red meat;83;54;84;66;89;84
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;meat risk;red meat risk;18;28;15;24;26;41
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meats diet;keto;54;62;61;60;70;71
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meats diet;keto diet;51;51;51;56;59;61
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;meats diet;keto diet meats;24;39;31;16;15;5
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diet;mediterranean diet recipes;22;30;33;39;45;41
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diet;the mediterranean;57;62;65;53;86;80
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diet;the mediterranean diet;22;28;35;39;59;57
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diets;best diets;36;34;32;53;72;62
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diets;diet;77;68;72;79;82;83
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;mediterranean diets;mediterranean diet;17;21;27;36;53;59
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;milk consumption;dairy milk;39;44;43;42;44;42
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;milk consumption;dairy milk;39;44;43;42;44;42
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;milk consumption;india milk consumption;6;9;21;11;24;24
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;milk consumption;india milk consumption;6;9;21;11;24;24
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;milk consumption;milk consumption in india;7;5;8;9;21;22
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;milk consumption;milk consumption in india;7;5;8;9;21;22
https://www.healthline.com/nutrition/does-sugar-cause-diabetes#bottom-line;natural sugars;natural sugar;63;83;79;85;85;84
https://www.healthline.com/nutrition/does-sugar-cause-diabetes#bottom-line;natural sugars;sugar;78;78;74;77;78;80
https://www.healthline.com/nutrition/does-sugar-cause-diabetes#bottom-line;natural sugars;what are natural sugars;4;6;16;8;27;34
https://www.sciencedaily.com/releases/2023/11/231122192152.htm;nutrient supplements;vitamin;88;89;71;89;82;92
https://www.sciencedaily.com/releases/2023/11/231122192152.htm;nutrient supplements;vitamin supplements;84;85;81;80;74;86
https://www.sciencedaily.com/releases/2023/11/231122192152.htm;nutrient supplements;what is supplements;89;81;85;88;84;85
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;nutrition diabetes;diabetes and nutrition;67;71;62;67;73;70
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;nutrition diabetes;nutrition facts;85;78;76;78;87;87
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;nutrition diabetes;nutrition for diabetes;71;71;69;74;71;74
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;nutrition reviews;collagen;88;90;83;88;87;87
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;nutrition reviews;health;90;91;70;89;81;91
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;nutrition reviews;supplement reviews;78;84;82;77;78;82
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;osteoporosis cheese;calcium;85;85;82;90;87;85
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;osteoporosis cheese;milk;93;91;80;88;93;92
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;osteoporosis cheese;what is osteoporosis;72;72;73;73;73;77
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;ovarian cancer;cancer symptoms;84;76;68;91;80;84
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;ovarian cancer;ovarian cancer symptoms;60;63;76;71;70;75
https://www.sciencedaily.com/releases/2010/05/100504124740.htm;ovarian cancer;symptoms;81;92;36;60;59;93
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;parmesan lactose;lactose free parmesan;2;8;17;14;27;40
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;parmesan lactose;parmesan cheese;69;80;74;77;84;83
https://www.webmd.com/food-recipes/ss/slideshow-cheeses-to-try-for-healthy-eating;parmesan lactose;parmesan cheese lactose;9;24;27;29;35;40
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;poultry heart;poultry foods;73;69;65;68;65;73
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;poultry heart;poultry meat;79;71;70;74;59;76
https://www.heartfoundation.org.nz/wellbeing/healthy-eating/nutrition-facts/is-meat-good-for-you;poultry heart;what is poultry;47;46;43;53;60;65
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;prevention diabetes;diabetes prevention program;63;59;55;56;61;56
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;prevention diabetes;prevention for diabetes;55;66;49;65;65;59
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;prevention diabetes;prevention of diabetes;65;62;68;68;65;69
https://www.sciencedaily.com/releases/2012/01/120131092735.htm;processed tomatoes;processed cheese;80;72;62;73;72;81
https://www.sciencedaily.com/releases/2012/01/120131092735.htm;processed tomatoes;processed foods;35;57;81;44;63;52
https://www.sciencedaily.com/releases/2012/01/120131092735.htm;processed tomatoes;processed meat;51;58;76;59;83;44
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;red meat;pork red meat;71;70;69;70;82;80
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;red meat;what is red meat;76;67;82;84;88;79
https://news.cancerresearchuk.org/2021/03/17/bacon-salami-and-sausages-how-does-processed-meat-cause-cancer-and-how-much-matters/;red meat;what meat is red meat;76;69;78;80;87;81
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;risk dairy;dairy products;85;84;87;87;87;89
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;risk dairy;high risk food;69;70;51;64;65;66
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;risk dairy;high risk foods;56;50;65;68;67;59
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;risk diabetes;diabetes risk factors;64;67;68;71;65;62
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;risk diabetes;risk for diabetes;67;72;45;71;72;66
https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs;risk diabetes;risk of diabetes;70;66;67;74;69;74
https://www.healthylife.com.au/learn/heavy-metals-in-fish;risk mercury;mercury in fish;70;83;78;78;73;81
https://www.healthylife.com.au/learn/heavy-metals-in-fish;risk mercury;high mercury fish;69;66;67;68;69;75
https://www.healthylife.com.au/learn/heavy-metals-in-fish;risk mercury;what is mercury;64;62;66;60;63;72
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;saturated fat;unsaturated;62;64;55;63;70;61
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;saturated fat;unsaturated fat;55;61;52;61;63;64
https://www.sciencedaily.com/releases/2016/04/160419081941.htm;saturated fat;what is saturated fat;63;57;52;64;61;64
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;seafood diet;diet food;82;76;80;85;84;85
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;seafood diet;fish diet;79;77;76;80;79;82
https://www.eatingwell.com/article/69763/5-of-the-healthiest-fish-to-eat-and-5-to-avoid/;seafood diet;what is seafood;79;77;79;84;82;86
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;see dietary;dietary fiber;72;72;66;72;69;67
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;see dietary;dietary supplement;77;85;84;82;88;88
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;see dietary;quizlet;57;58;55;65;65;63
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;soy isoflavones;isoflavones benefits;6;6;6;14;21;28
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;soy isoflavones;isoflavones in soy;14;8;17;10;22;22
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;sugar intake;daily intake;79;76;86;78;84;86
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;sugar intake;recommended sugar intake;65;70;68;67;63;74
